service_name,page_reference,evidence_snippet,pricing_kes,facility_level,full_context,extraction_method,extraction_confidence,is_free_service,source_type
"335 Neuro surgery  Application of skull calipers  56,000",35,"335 Neuro surgery  Application of skull calipers  56,000",,,"333 Neurosurgery  Acrylic Cranioplasty  224,000   334 Neurosurgery  Anterior cervical fusion - AO plating/POSTERIOR DECOMPRESSION  448,000   335 Neuro surgery  Application of skull calipers  56,000   336 Neurosurgery  Brain abscess  268,800   337 Neurosurgery  Brain Biopsy procedure  112,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"336 Neurosurgery  Brain abscess  268,800",35,"336 Neurosurgery  Brain abscess  268,800",,,"334 Neurosurgery  Anterior cervical fusion - AO plating/POSTERIOR DECOMPRESSION  448,000   335 Neuro surgery  Application of skull calipers  56,000   336 Neurosurgery  Brain abscess  268,800   337 Neurosurgery  Brain Biopsy procedure  112,000   338 Neurosurgery  Clipping of cerebral artery  448,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"337 Neurosurgery  Brain Biopsy procedure  112,000",35,"337 Neurosurgery  Brain Biopsy procedure  112,000",,,"335 Neuro surgery  Application of skull calipers  56,000   336 Neurosurgery  Brain abscess  268,800   337 Neurosurgery  Brain Biopsy procedure  112,000   338 Neurosurgery  Clipping of cerebral artery  448,000   339 Neurosurgery  Craniotomy for Aneurysm  504,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"338 Neurosurgery  Clipping of cerebral artery  448,000",35,"338 Neurosurgery  Clipping of cerebral artery  448,000",,,"336 Neurosurgery  Brain abscess  268,800   337 Neurosurgery  Brain Biopsy procedure  112,000   338 Neurosurgery  Clipping of cerebral artery  448,000   339 Neurosurgery  Craniotomy for Aneurysm  504,000   340 Neurosurgery  Craniotomy for AV malformation  336,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"339 Neurosurgery  Craniotomy for Aneurysm  504,000",35,"339 Neurosurgery  Craniotomy for Aneurysm  504,000",,,"337 Neurosurgery  Brain Biopsy procedure  112,000   338 Neurosurgery  Clipping of cerebral artery  448,000   339 Neurosurgery  Craniotomy for Aneurysm  504,000   340 Neurosurgery  Craniotomy for AV malformation  336,000   341 Neurosurgery  Craniotomy for Intracelebral haematoma  336,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"340 Neurosurgery  Craniotomy for AV malformation  336,000",35,"340 Neurosurgery  Craniotomy for AV malformation  336,000",,,"338 Neurosurgery  Clipping of cerebral artery  448,000   339 Neurosurgery  Craniotomy for Aneurysm  504,000   340 Neurosurgery  Craniotomy for AV malformation  336,000   341 Neurosurgery  Craniotomy for Intracelebral haematoma  336,000   342 Neurosurgery  Craniotomy for Brain Tumour  504,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"341 Neurosurgery  Craniotomy for Intracelebral haematoma  336,000",35,"341 Neurosurgery  Craniotomy for Intracelebral haematoma  336,000",,,"339 Neurosurgery  Craniotomy for Aneurysm  504,000   340 Neurosurgery  Craniotomy for AV malformation  336,000   341 Neurosurgery  Craniotomy for Intracelebral haematoma  336,000   342 Neurosurgery  Craniotomy for Brain Tumour  504,000   343 Neurosurgery  Elevation of depressed skull fracture  168,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"342 Neurosurgery  Craniotomy for Brain Tumour  504,000",35,"342 Neurosurgery  Craniotomy for Brain Tumour  504,000",,,"340 Neurosurgery  Craniotomy for AV malformation  336,000   341 Neurosurgery  Craniotomy for Intracelebral haematoma  336,000   342 Neurosurgery  Craniotomy for Brain Tumour  504,000   343 Neurosurgery  Elevation of depressed skull fracture  168,000   344 Neurosurgery  Endoscopic Third  Ventriculostomy w Choroid Plexux Cauterization (ETV/CPC)  208,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"343 Neurosurgery  Elevation of depressed skull fracture  168,000",35,"343 Neurosurgery  Elevation of depressed skull fracture  168,000",,,"341 Neurosurgery  Craniotomy for Intracelebral haematoma  336,000   342 Neurosurgery  Craniotomy for Brain Tumour  504,000   343 Neurosurgery  Elevation of depressed skull fracture  168,000   344 Neurosurgery  Endoscopic Third  Ventriculostomy w Choroid Plexux Cauterization (ETV/CPC)  208,000   345 Neurosurgery  EVD Insertion/ICP Monitoring  112,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"344 Neurosurgery  Endoscopic Third  Ventriculostomy w Choroid Plexux Cauterization (ETV/CPC)  208,00...",35,"344 Neurosurgery  Endoscopic Third  Ventriculostomy w Choroid Plexux Cauterization (ETV/CPC)  208,000",,,"342 Neurosurgery  Craniotomy for Brain Tumour  504,000   343 Neurosurgery  Elevation of depressed skull fracture  168,000   344 Neurosurgery  Endoscopic Third  Ventriculostomy w Choroid Plexux Cauterization (ETV/CPC)  208,000   345 Neurosurgery  EVD Insertion/ICP Monitoring  112,000   346 Neurosurgery  Excision of intracranial nerve lesions  280,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"345 Neurosurgery  EVD Insertion/ICP Monitoring  112,000",35,"345 Neurosurgery  EVD Insertion/ICP Monitoring  112,000",,,"343 Neurosurgery  Elevation of depressed skull fracture  168,000   344 Neurosurgery  Endoscopic Third  Ventriculostomy w Choroid Plexux Cauterization (ETV/CPC)  208,000   345 Neurosurgery  EVD Insertion/ICP Monitoring  112,000   346 Neurosurgery  Excision of intracranial nerve lesions  280,000   347 Neurosurgery  Excision of spinal tumours  280,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"346 Neurosurgery  Excision of intracranial nerve lesions  280,000",35,"346 Neurosurgery  Excision of intracranial nerve lesions  280,000",,,"344 Neurosurgery  Endoscopic Third  Ventriculostomy w Choroid Plexux Cauterization (ETV/CPC)  208,000   345 Neurosurgery  EVD Insertion/ICP Monitoring  112,000   346 Neurosurgery  Excision of intracranial nerve lesions  280,000   347 Neurosurgery  Excision of spinal tumours  280,000   348 Neurosurgery  Extradural haematoma  112,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"347 Neurosurgery  Excision of spinal tumours  280,000",35,"347 Neurosurgery  Excision of spinal tumours  280,000",,,"345 Neurosurgery  EVD Insertion/ICP Monitoring  112,000   346 Neurosurgery  Excision of intracranial nerve lesions  280,000   347 Neurosurgery  Excision of spinal tumours  280,000   348 Neurosurgery  Extradural haematoma  112,000   --- PAGE 36 ---",enhanced_text_extraction,0.7,False,enhanced_text
"348 Neurosurgery  Extradural haematoma  112,000",35,"348 Neurosurgery  Extradural haematoma  112,000",,,"346 Neurosurgery  Excision of intracranial nerve lesions  280,000   347 Neurosurgery  Excision of spinal tumours  280,000   348 Neurosurgery  Extradural haematoma  112,000   --- PAGE 36 --- 349 Neurosurgery  Laminectomy for cervical / thoracic / or lumbar spine  145,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"349 Neurosurgery  Laminectomy for cervical / thoracic / or lumbar spine  145,600",36,"349 Neurosurgery  Laminectomy for cervical / thoracic / or lumbar spine  145,600",,,"348 Neurosurgery  Extradural haematoma  112,000   --- PAGE 36 --- 349 Neurosurgery  Laminectomy for cervical / thoracic / or lumbar spine  145,600   350 Neurosurgery  Microdiscectomy  145,600   351 Neurosurgery  Microsurgical nerve graft / Nerve repair / exploration/microsurgical anastomosis  145,6 00 ",enhanced_text_extraction,0.7,False,enhanced_text
"350 Neurosurgery  Microdiscectomy  145,600",36,"350 Neurosurgery  Microdiscectomy  145,600",,,"--- PAGE 36 --- 349 Neurosurgery  Laminectomy for cervical / thoracic / or lumbar spine  145,600   350 Neurosurgery  Microdiscectomy  145,600   351 Neurosurgery  Microsurgical nerve graft / Nerve repair / exploration/microsurgical anastomosis  145,6 00  352 Neurosurgery  Posterior fossa surgery  504,000  ",enhanced_text_extraction,0.7,False,enhanced_text
351 Neurosurgery  Microsurgical nerve graft / Nerve repair / exploration/microsurgical anastomosis...,36,"351 Neurosurgery  Microsurgical nerve graft / Nerve repair / exploration/microsurgical anastomosis  145,6 00",,,"349 Neurosurgery  Laminectomy for cervical / thoracic / or lumbar spine  145,600   350 Neurosurgery  Microdiscectomy  145,600   351 Neurosurgery  Microsurgical nerve graft / Nerve repair / exploration/microsurgical anastomosis  145,6 00  352 Neurosurgery  Posterior fossa surgery  504,000   353 Neurosurgery  Repair of Dura for non -trauma/non cancer related  224,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"352 Neurosurgery  Posterior fossa surgery  504,000",36,"352 Neurosurgery  Posterior fossa surgery  504,000",,,"350 Neurosurgery  Microdiscectomy  145,600   351 Neurosurgery  Microsurgical nerve graft / Nerve repair / exploration/microsurgical anastomosis  145,6 00  352 Neurosurgery  Posterior fossa surgery  504,000   353 Neurosurgery  Repair of Dura for non -trauma/non cancer related  224,000   354 Neurosurgery  Spina Bifida Surgery/encephalocoele  168,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"353 Neurosurgery  Repair of Dura for non -trauma/non cancer related  224,000",36,"353 Neurosurgery  Repair of Dura for non -trauma/non cancer related  224,000",,[2],"351 Neurosurgery  Microsurgical nerve graft / Nerve repair / exploration/microsurgical anastomosis  145,6 00  352 Neurosurgery  Posterior fossa surgery  504,000   353 Neurosurgery  Repair of Dura for non -trauma/non cancer related  224,000   354 Neurosurgery  Spina Bifida Surgery/encephalocoele  168,000   355 Neurosurgery  Spinal fusions with implants II level  280,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"354 Neurosurgery  Spina Bifida Surgery/encephalocoele  168,000",36,"354 Neurosurgery  Spina Bifida Surgery/encephalocoele  168,000",,"[1, 2, 3]","352 Neurosurgery  Posterior fossa surgery  504,000   353 Neurosurgery  Repair of Dura for non -trauma/non cancer related  224,000   354 Neurosurgery  Spina Bifida Surgery/encephalocoele  168,000   355 Neurosurgery  Spinal fusions with implants II level  280,000   356 Neurosurgery  Spinal fusions with implants III level  313,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"355 Neurosurgery  Spinal fusions with implants II level  280,000",36,"355 Neurosurgery  Spinal fusions with implants II level  280,000",,"[1, 2, 3]","353 Neurosurgery  Repair of Dura for non -trauma/non cancer related  224,000   354 Neurosurgery  Spina Bifida Surgery/encephalocoele  168,000   355 Neurosurgery  Spinal fusions with implants II level  280,000   356 Neurosurgery  Spinal fusions with implants III level  313,600   357 Neurosurgery  Spinal fusions with implants IV level  313,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"356 Neurosurgery  Spinal fusions with implants III level  313,600",36,"356 Neurosurgery  Spinal fusions with implants III level  313,600",,"[1, 2, 3]","354 Neurosurgery  Spina Bifida Surgery/encephalocoele  168,000   355 Neurosurgery  Spinal fusions with implants II level  280,000   356 Neurosurgery  Spinal fusions with implants III level  313,600   357 Neurosurgery  Spinal fusions with implants IV level  313,600   358 Neurosurgery  Surgical Toilet and repair of major scalp wounds under GA  67,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"357 Neurosurgery  Spinal fusions with implants IV level  313,600",36,"357 Neurosurgery  Spinal fusions with implants IV level  313,600",,"[1, 2, 3]","355 Neurosurgery  Spinal fusions with implants II level  280,000   356 Neurosurgery  Spinal fusions with implants III level  313,600   357 Neurosurgery  Spinal fusions with implants IV level  313,600   358 Neurosurgery  Surgical Toilet and repair of major scalp wounds under GA  67,200   359 Neurosurgery  Surgical Toilet for scalp tu mour under GA  67,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"358 Neurosurgery  Surgical Toilet and repair of major scalp wounds under GA  67,200",36,"358 Neurosurgery  Surgical Toilet and repair of major scalp wounds under GA  67,200",,"[1, 3]","356 Neurosurgery  Spinal fusions with implants III level  313,600   357 Neurosurgery  Spinal fusions with implants IV level  313,600   358 Neurosurgery  Surgical Toilet and repair of major scalp wounds under GA  67,200   359 Neurosurgery  Surgical Toilet for scalp tu mour under GA  67,200   360 Neurosurgery  Ventriculoperitoneal (VP) shunting  210,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"359 Neurosurgery  Surgical Toilet for scalp tu mour under GA  67,200",36,"359 Neurosurgery  Surgical Toilet for scalp tu mour under GA  67,200",,"[1, 3]","357 Neurosurgery  Spinal fusions with implants IV level  313,600   358 Neurosurgery  Surgical Toilet and repair of major scalp wounds under GA  67,200   359 Neurosurgery  Surgical Toilet for scalp tu mour under GA  67,200   360 Neurosurgery  Ventriculoperitoneal (VP) shunting  210,000   361 Neurosurgery  VP shunting  100,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"360 Neurosurgery  Ventriculoperitoneal (VP) shunting  210,000",36,"360 Neurosurgery  Ventriculoperitoneal (VP) shunting  210,000",,,"358 Neurosurgery  Surgical Toilet and repair of major scalp wounds under GA  67,200   359 Neurosurgery  Surgical Toilet for scalp tu mour under GA  67,200   360 Neurosurgery  Ventriculoperitoneal (VP) shunting  210,000   361 Neurosurgery  VP shunting  100,800   362 Obs & Gyn  AP colpoperineorrhaphy  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"361 Neurosurgery  VP shunting  100,800",36,"361 Neurosurgery  VP shunting  100,800",,,"359 Neurosurgery  Surgical Toilet for scalp tu mour under GA  67,200   360 Neurosurgery  Ventriculoperitoneal (VP) shunting  210,000   361 Neurosurgery  VP shunting  100,800   362 Obs & Gyn  AP colpoperineorrhaphy  89,600   363 Obs & Gyn  bilateral tubal ligation  28,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"366 Obs & Gyn  Cornual Wedge resection for Interstitial Ectopic Pregnancy  134,400",36,"366 Obs & Gyn  Cornual Wedge resection for Interstitial Ectopic Pregnancy  134,400",,,"364 Obs & Gyn  Cerclage  22,400   365 Obs & Gy n Colposuspension + D&C  33,600   366 Obs & Gyn  Cornual Wedge resection for Interstitial Ectopic Pregnancy  134,400   367 Obs & Gyn  D & C + Cone biopsy  28,000   368 Obs & Gyn  Diagnostic / Dye Laparoscopy  22,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"368 Obs & Gyn  Diagnostic / Dye Laparoscopy  22,400",36,"368 Obs & Gyn  Diagnostic / Dye Laparoscopy  22,400",,,"366 Obs & Gyn  Cornual Wedge resection for Interstitial Ectopic Pregnancy  134,400   367 Obs & Gyn  D & C + Cone biopsy  28,000   368 Obs & Gyn  Diagnostic / Dye Laparoscopy  22,400   369 Obs & Gyn  Dilation and Curettage for incomple te abortion/miscarriage  66,000   --- PAGE 37 ---",enhanced_text_extraction,0.7,False,enhanced_text
"370 Obs & Gyn  Laparotomy: Endometriosis Surgery  134,400",37,"370 Obs & Gyn  Laparotomy: Endometriosis Surgery  134,400",,,"369 Obs & Gyn  Dilation and Curettage for incomple te abortion/miscarriage  66,000   --- PAGE 37 --- 370 Obs & Gyn  Laparotomy: Endometriosis Surgery  134,400   371 Obs & Gyn  Laparotomy: Exploratory / Adhesiolysis  134,400   372 Obs & Gyn  Laparotomy: Hysterectomy (Abdominal)  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"372 Obs & Gyn  Laparotomy: Hysterectomy (Abdominal)  89,600",37,"372 Obs & Gyn  Laparotomy: Hysterectomy (Abdominal)  89,600",,,"370 Obs & Gyn  Laparotomy: Endometriosis Surgery  134,400   371 Obs & Gyn  Laparotomy: Exploratory / Adhesiolysis  134,400   372 Obs & Gyn  Laparotomy: Hysterectomy (Abdominal)  89,600   373 Obs & Gyn  Laparotomy: Metroplasty / Uterop lasty 134,400   374 Obs & Gyn  Laparotomy: Myomectomy  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"374 Obs & Gyn  Laparotomy: Myomectomy  89,600",37,"374 Obs & Gyn  Laparotomy: Myomectomy  89,600",,,"372 Obs & Gyn  Laparotomy: Hysterectomy (Abdominal)  89,600   373 Obs & Gyn  Laparotomy: Metroplasty / Uterop lasty 134,400   374 Obs & Gyn  Laparotomy: Myomectomy  89,600   375 Obs & Gyn  Laparotomy: Ovarian cystectomy  89,600   376 Obs & Gyn  Laparotomy: Pelvic Abscess  134,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"375 Obs & Gyn  Laparotomy: Ovarian cystectomy  89,600",37,"375 Obs & Gyn  Laparotomy: Ovarian cystectomy  89,600",,,"373 Obs & Gyn  Laparotomy: Metroplasty / Uterop lasty 134,400   374 Obs & Gyn  Laparotomy: Myomectomy  89,600   375 Obs & Gyn  Laparotomy: Ovarian cystectomy  89,600   376 Obs & Gyn  Laparotomy: Pelvic Abscess  134,400   377 Obs & Gyn  Laparotomy: Ruptured ectopic pregnancy  134,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"377 Obs & Gyn  Laparotomy: Ruptured ectopic pregnancy  134,400",37,"377 Obs & Gyn  Laparotomy: Ruptured ectopic pregnancy  134,400",,,"375 Obs & Gyn  Laparotomy: Ovarian cystectomy  89,600   376 Obs & Gyn  Laparotomy: Pelvic Abscess  134,400   377 Obs & Gyn  Laparotomy: Ruptured ectopic pregnancy  134,400   378 Obs & Gyn  Laparotomy: Salpi ngo – oopherectomy  134,400   379 Obs & Gyn  Laparotomy: Tuboplasty  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"378 Obs & Gyn  Laparotomy: Salpi ngo – oopherectomy  134,400",37,"378 Obs & Gyn  Laparotomy: Salpi ngo – oopherectomy  134,400",,,"376 Obs & Gyn  Laparotomy: Pelvic Abscess  134,400   377 Obs & Gyn  Laparotomy: Ruptured ectopic pregnancy  134,400   378 Obs & Gyn  Laparotomy: Salpi ngo – oopherectomy  134,400   379 Obs & Gyn  Laparotomy: Tuboplasty  89,600   380 Obs & Gyn  Laparotomy: Vaginal Hysterectomy  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"380 Obs & Gyn  Laparotomy: Vaginal Hysterectomy  89,600",37,"380 Obs & Gyn  Laparotomy: Vaginal Hysterectomy  89,600",,,"378 Obs & Gyn  Laparotomy: Salpi ngo – oopherectomy  134,400   379 Obs & Gyn  Laparotomy: Tuboplasty  89,600   380 Obs & Gyn  Laparotomy: Vaginal Hysterectomy  89,600   381 Obs & Gyn  LLETZ (Loop excision)  22,400   382 Obs & Gyn  Manchester Repair  134,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"385 Obs & Gyn  Obstetric Examination under GA  33,000",37,"385 Obs & Gyn  Obstetric Examination under GA  33,000",,,"383 Obs & Gyn  Manual Vaccum Aspiriation  11,200  384 Obs & Gyn  Marsupialisation of Batholins Cyst / Abscess  16,800   385 Obs & Gyn  Obstetric Examination under GA  33,000   386 Obs & Gyn  Operative Hysteroscopy: Avulsion of Endometrial  Polyps  22,400   387 Obs & Gyn  Operative Hysteroscopy: Biopsy  22,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"389 Obs & Gyn  Operative Hysteroscopy: Resection of Submucous Fibroid  22,400",37,"389 Obs & Gyn  Operative Hysteroscopy: Resection of Submucous Fibroid  22,400",,,"387 Obs & Gyn  Operative Hysteroscopy: Biopsy  22,400   388 Obs & Gyn  Operative Hysteroscopy: Endometrial Ablation  33,600   389 Obs & Gyn  Operative Hysteroscopy: Resection of Submucous Fibroid  22,400   390 Obs & Gyn  Operative Hysteroscopy: Retrieval of lost/ fragmented IUCD  8,960   --- PAGE 38 ---",enhanced_text_extraction,0.7,False,enhanced_text
"393 Obs & Gyn  Operative Laparoscopy: Ectopic Pregnancy  134,400",38,"393 Obs & Gyn  Operative Laparoscopy: Ectopic Pregnancy  134,400",,,"391 Obs & Gyn  Operative Hysterosc opy: Synechiolysis / Septolysis  33,600   392 Obs & Gyn  Operative Laparoscopy: Adhesiolysis  134,400   393 Obs & Gyn  Operative Laparoscopy: Ectopic Pregnancy  134,400   394 Obs & Gyn  Operative Laparoscopy: Endometriosis Surgery  134,400   395 Obs & Gyn  Operative L aparoscopy: Hysterectomy  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"394 Obs & Gyn  Operative Laparoscopy: Endometriosis Surgery  134,400",38,"394 Obs & Gyn  Operative Laparoscopy: Endometriosis Surgery  134,400",,,"392 Obs & Gyn  Operative Laparoscopy: Adhesiolysis  134,400   393 Obs & Gyn  Operative Laparoscopy: Ectopic Pregnancy  134,400   394 Obs & Gyn  Operative Laparoscopy: Endometriosis Surgery  134,400   395 Obs & Gyn  Operative L aparoscopy: Hysterectomy  89,600   396 Obs & Gyn  Operative Laparoscopy: Myomectomy  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"395 Obs & Gyn  Operative L aparoscopy: Hysterectomy  89,600",38,"395 Obs & Gyn  Operative L aparoscopy: Hysterectomy  89,600",,,"393 Obs & Gyn  Operative Laparoscopy: Ectopic Pregnancy  134,400   394 Obs & Gyn  Operative Laparoscopy: Endometriosis Surgery  134,400   395 Obs & Gyn  Operative L aparoscopy: Hysterectomy  89,600   396 Obs & Gyn  Operative Laparoscopy: Myomectomy  89,600   397 Obs & Gyn  Operative Laparoscopy: Ovarian Cystectomy / Drilling  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"396 Obs & Gyn  Operative Laparoscopy: Myomectomy  89,600",38,"396 Obs & Gyn  Operative Laparoscopy: Myomectomy  89,600",,,"394 Obs & Gyn  Operative Laparoscopy: Endometriosis Surgery  134,400   395 Obs & Gyn  Operative L aparoscopy: Hysterectomy  89,600   396 Obs & Gyn  Operative Laparoscopy: Myomectomy  89,600   397 Obs & Gyn  Operative Laparoscopy: Ovarian Cystectomy / Drilling  89,600   398 Obs & Gyn  Operative Laparoscopy: Tuboplasty  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"397 Obs & Gyn  Operative Laparoscopy: Ovarian Cystectomy / Drilling  89,600",38,"397 Obs & Gyn  Operative Laparoscopy: Ovarian Cystectomy / Drilling  89,600",,,"395 Obs & Gyn  Operative L aparoscopy: Hysterectomy  89,600   396 Obs & Gyn  Operative Laparoscopy: Myomectomy  89,600   397 Obs & Gyn  Operative Laparoscopy: Ovarian Cystectomy / Drilling  89,600   398 Obs & Gyn  Operative Laparoscopy: Tuboplasty  89,600   399 Obs & Gyn  Ovarian cancer resecti on (Pelvic clearance)  246,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"399 Obs & Gyn  Ovarian cancer resecti on (Pelvic clearance)  246,400",38,"399 Obs & Gyn  Ovarian cancer resecti on (Pelvic clearance)  246,400",,,"397 Obs & Gyn  Operative Laparoscopy: Ovarian Cystectomy / Drilling  89,600   398 Obs & Gyn  Operative Laparoscopy: Tuboplasty  89,600   399 Obs & Gyn  Ovarian cancer resecti on (Pelvic clearance)  246,400   400 Obs & Gyn  Radical Vulvectomy  168,000   401 Obs & Gyn  removal of retained placenta under GA  11,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"400 Obs & Gyn  Radical Vulvectomy  168,000",38,"400 Obs & Gyn  Radical Vulvectomy  168,000",,,"398 Obs & Gyn  Operative Laparoscopy: Tuboplasty  89,600   399 Obs & Gyn  Ovarian cancer resecti on (Pelvic clearance)  246,400   400 Obs & Gyn  Radical Vulvectomy  168,000   401 Obs & Gyn  removal of retained placenta under GA  11,200   402 Obs & Gyn  Repair of rectovaginal fistula  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"402 Obs & Gyn  Repair of rectovaginal fistula  89,600",38,"402 Obs & Gyn  Repair of rectovaginal fistula  89,600",,,"400 Obs & Gyn  Radical Vulvectomy  168,000   401 Obs & Gyn  removal of retained placenta under GA  11,200   402 Obs & Gyn  Repair of rectovaginal fistula  89,600   403 Obs & Gyn  Repair of ruptured uterus/Caesarian Hysterectomy  134,400   404 Obs & Gyn  Repair of vesicovaginal fistula  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"403 Obs & Gyn  Repair of ruptured uterus/Caesarian Hysterectomy  134,400",38,"403 Obs & Gyn  Repair of ruptured uterus/Caesarian Hysterectomy  134,400",,,"401 Obs & Gyn  removal of retained placenta under GA  11,200   402 Obs & Gyn  Repair of rectovaginal fistula  89,600   403 Obs & Gyn  Repair of ruptured uterus/Caesarian Hysterectomy  134,400   404 Obs & Gyn  Repair of vesicovaginal fistula  89,600   405 Obs & Gyn  Resuturing of burst abdomen  44,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"406 Obs & Gyn  Simple Vulvectomy  44,800",38,"406 Obs & Gyn  Simple Vulvectomy  44,800",,,"404 Obs & Gyn  Repair of vesicovaginal fistula  89,600   405 Obs & Gyn  Resuturing of burst abdomen  44,800   406 Obs & Gyn  Simple Vulvectomy  44,800   407 Obs & Gyn  Wertheim’s Hysterectomy (Oncology only)  246,400   408 Ophthalmic  A/B Scan  2,240  ",enhanced_text_extraction,0.7,False,enhanced_text
"407 Obs & Gyn  Wertheim’s Hysterectomy (Oncology only)  246,400",38,"407 Obs & Gyn  Wertheim’s Hysterectomy (Oncology only)  246,400",,,"405 Obs & Gyn  Resuturing of burst abdomen  44,800   406 Obs & Gyn  Simple Vulvectomy  44,800   407 Obs & Gyn  Wertheim’s Hysterectomy (Oncology only)  246,400   408 Ophthalmic  A/B Scan  2,240   409 Ophthalmic  Ahmed Valve  169,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"408 Ophthalmic  A/B Scan  2,240",38,"408 Ophthalmic  A/B Scan  2,240",,,"406 Obs & Gyn  Simple Vulvectomy  44,800   407 Obs & Gyn  Wertheim’s Hysterectomy (Oncology only)  246,400   408 Ophthalmic  A/B Scan  2,240   409 Ophthalmic  Ahmed Valve  169,000   410 Ophthalmic  Amniotic Membrane grafting (Large)  28,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"411 Ophthalmic  Anterior Chamber reformation and bandage contact lens  14,560",38,"411 Ophthalmic  Anterior Chamber reformation and bandage contact lens  14,560",,,"409 Ophthalmic  Ahmed Valve  169,000   410 Ophthalmic  Amniotic Membrane grafting (Large)  28,000   411 Ophthalmic  Anterior Chamber reformation and bandage contact lens  14,560   --- PAGE 39 --- 412 Ophthalmic  Anterior Chamber Tap  8,960  ",enhanced_text_extraction,0.7,False,enhanced_text
"414 Ophtha lmic Anterior Stromal Puncture with Bandage Contact Lens  14,560",39,"414 Ophtha lmic Anterior Stromal Puncture with Bandage Contact Lens  14,560",,,"412 Ophthalmic  Anterior Chamber Tap  8,960   413 Ophthalmic  Anterior Chamber Washout  16,800   414 Ophtha lmic Anterior Stromal Puncture with Bandage Contact Lens  14,560   415 Ophthalmic  Anterior Vitrectomy + Lensectomy  112,000   416 Ophthalmic  Biometry  3,360  ",enhanced_text_extraction,0.7,False,enhanced_text
"415 Ophthalmic  Anterior Vitrectomy + Lensectomy  112,000",39,"415 Ophthalmic  Anterior Vitrectomy + Lensectomy  112,000",,,"413 Ophthalmic  Anterior Chamber Washout  16,800   414 Ophtha lmic Anterior Stromal Puncture with Bandage Contact Lens  14,560   415 Ophthalmic  Anterior Vitrectomy + Lensectomy  112,000   416 Ophthalmic  Biometry  3,360   417 Ophthalmic  Bleb revision  16,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"419 Ophthalmic  Bullae Rupture with Bandage Contact Lens  8,960",39,"419 Ophthalmic  Bullae Rupture with Bandage Contact Lens  8,960",,,"417 Ophthalmic  Bleb revision  16,800   418 Ophthalmic  Blepharoplasty/Blepharotomy  84,000   419 Ophthalmic  Bullae Rupture with Bandage Contact Lens  8,960   420 Ophthalmic  Canthus Procedures (Cantholysis, Canthoplasty, Canthotomy)  28,000   421 Ophthalmic  Cataract extraction SICS  30,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"421 Ophthalmic  Cataract extraction SICS  30,000",39,"421 Ophthalmic  Cataract extraction SICS  30,000",,[6],"419 Ophthalmic  Bullae Rupture with Bandage Contact Lens  8,960   420 Ophthalmic  Canthus Procedures (Cantholysis, Canthoplasty, Canthotomy)  28,000   421 Ophthalmic  Cataract extraction SICS  30,000   422 Ophthalmic  Cataract extraction with implant -Phaco ALCON  60,000   423 Ophth almic  Cataract extraction with implant -Phaco IOL  60,000  ",enhanced_text_extraction,0.7,False,enhanced_text
